web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887576-20124","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","I take this plane far too often for my liking - the configuration is OK, and i travel business and WT+ - the seat is very old, the AV works some of the time but is really difficult to see as far too small and now it is too bright and you cannot turn it down - it needs resetting every time I get on the plane. The boxes under the seat in front inhibit too much to stretch your legs out.. honestly buy a decent fron fron seat in Economy or 21AB or 21JK only seats that are worth it in WT+, but overall - this plane should have been retired years ago.. last flight... no AV or Hot water on the plane for 10.5hrs... embarrassing for BA in 2018 to be using 1900's tech... book United and get a 787..."
"1612887614-21737","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Under no circumstances are you to sit in these seats. They're cramped, loud., smell, and have zero recline. The legroom amount I'm sure is smaller than the regular seats and at my 1.8m (5' 11"") stature I was rubbing my knees against the metal arms. The engine roar is deafening, especially when reverse thrust is engaged on landing. Though there'd be nothing to see, the lack of a window can add to airsickness and nausea.

You are, frankly, sitting where a closet or storage might be and that makes me very sad to think about. If given the option to fly in these seats or walk to your destination, pick the latter."
"1612887429-17483","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 737-800 (738) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_AA_Boeing_737-800_C.php","Took the 5 hour flight from MIA to PHX. Seats were what you would expect for economy; the chance to become intimate with the seat back in front of you, less seat width than a third grade school desk, and no space under the seat.  but, there was an additional ""perk"" that was surprising.  It seems the aircraft seat map is incorrect for the 737-800 version 2.  There are actually only TWO, not four, lavatories at the back of the plane for the 150+ travelers!  Luckily, they only served drinks twice or things could have gotten ugly.  Bottom line... avoid this aircraft."
"1612887361-16520","https://www.seatguru.com/airlines/Lufthansa/information.php","Bombardier CRJ-900","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_CRJ-900.php","The outer armrest on the outer exit row seat is shortened to clear the way to the emergency exit door. This armrest is about one third as long as a regular armrest."
"1612887571-20052","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Three Class Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php","...had booked and payed an additional quite high fee to be seated in the only 'twin' seats row on 39A and  39B... This was a minimum 20+ years old  aircraft, with bad uncomfortable and very tired seats, a ridiculous screen that did not work correctly, very few movies with a french audio band... One of our worse flights ever! I will definately avaoid British Airways flights for south America!"
"1612887441-17993","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","On the A321 (ver 1), seats 24B and 24 E are substantially narrower that a typical seat, making this uncomfortable unless you are a small person.  The leg room is nice, but it is also located near a labatory, so cwords can encroach on your space.  I would NOT recommend this seat."
"1612887606-21518","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-900 (CR9)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ900_C.php","Economy comfort seat.  I'm 5'2"" so this seat was fine for me but for someone taller, may be narrow.  Lots of leg room! Short ceiling. Narrow storage area under seat in front.  Misaligned from window.  Better than 5B which projects into aisle and has no underseat storage."
"1612887580-20402","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","BA is worst than Ryan Air, You have to pay to choose your seat if you want to sit next to someone. Antiquated plane. Fly another airline if you have the chance"
"1612887600-21251","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","I have chosen to sit in 65D now 3 times.  I like having close access to the toilet which is not bothersome.  Chair still has a good incline, is a disabled seat so arm rest goes up.  Temperature/noise comfortable enough to sleep.  Im 5ft 7, size UK22, this is one of the most comfortable economy seats I have tried so far."
"1612887622-21824","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-300 (75Y)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-300_75Y.php","Comfortable but noisy aircraft. Recommend noise cancelling headsets."
"1612887439-17825","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","This is a domestic first-class seat with one window at the shoulder and one at the feet.  The seat was quite comfortable for the short hop from BWI to CLT.  It would have been more comfortable if there was a leg or footrest that comes out when you recline the seat.  The recline is not much, pretty comparable to economy.  Plenty of legroom and the seat is wide and has a foldable headrest to keep your head in place should you wish to sit back and relax/sleep. No food service on this short hop, but FAs were very attentive and professional with their service.  Very disappointed that AA does not have IFE, power, or complimentary wifi for first-class seats."
"1612887582-20732","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","BA have got it wrong with this plane ...get some 747/800 please. I travel frequently to HK. In Both Business and Premium to many seats are distubed by the toilets
Business class beds not as good a Cathay and other comepitors"
"1612887582-20878","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","Flew on the A380 to Hong Kong in March 2014 and found 61K to be an excellent seat in the WT+ section.  The additional storage space adjacent to the window is an excellent feature.  Also, as I am 6ft tall, the bulkhead in front is sufficiently far away to allow room for stretching the legs whilst supporting them on top of a small backpack.  The food and service was also excellent.  If using the toilets, I suggest going up to the front of the Business Class section at the top of the stairs as the toilet there is huge! compared to the normal toilets.  Returned to the UK in seat 66K which, while OK, was not as good as 61K."
"1612887445-18247","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","Be aware of limited storage width due to the electrical box."
"1612887429-17498","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 737-800 (738) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_AA_Boeing_737-800_C.php","This far back in the plane the window seats seem to have less leg room. It looks like the seats are angled slightly to match the curvature of the plane. In this seat the window frame matches up directly with your should. If you have broad shoulders this pushes you into the middle seat. Avoid windows in the rear on this plane."
"1612887618-21787","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Embraer E-175 (E75) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Embraer_ERJ-175.php","I paid $15 for this seat at check in time thinking I would get more leg room or something. Nope. Don't waste your money. All it does is get you off the plane a little faster, which isn't that helpful since its a smaller plane anyways. No more legroom than any other seat on these jets."
"1612887582-20597","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","Good legroom and storage above and under the window. Generally quiet upper deck compartment 2-3-2 configuration. Close to lavatory but no queue or noise. Seats do not fully recline due to lavatory wall. Last to be served and run out of my choice of main course but flight attendant went and got one for me from business class!"
"1612887674-23133","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","This comfort plus seat was comfortable for my flight from Amsterdam to Portland.  The extra 3-4"" of legroom was worth the extra cost and enabled me to pass the passenger in the aisle seat without her having to get up.  I slept pretty well despite the lack of a leg rest in comfort plus.  The extra pitch is about the only difference between economy and comfort plus.  There is no separation between comfort plus and regular economy."
"1612887445-18246","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","Although I am a Platinum passenger on AA, I had never flown on the A319 before. On the short flight from MIA to ATL my window seat in row 9 was comfortable, similar to the same seat on the A321. You do lose storage space under the seats due to the IFE boxes, which is true in more of the new planes now days."
"1612887674-23217","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","My wife and I flew R/T from PDX to AMS in 32 H&J. The entertainment system in my seat was broke and the footrest in front of wife's seat was hanging off on the O/B flight.  Other than that it was fine and about as comfortable as it gets in economy class these days.  I appreciated the 18"" wide seats.  I can't imagine flying 10+ hours in anything smaller even though some airlines are trying..."
"1612887559-19593","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","What a great plane to fly on! I was in premium economy in seat 21A and my brother was seat 21B. It has the full extra recline despite being at the wall that had the emergency exit on the other side of it. Also didn't have a problem at all with seat width. One user commented that the curtain constantly hit them. Perhaps on the 787-800 but not on this plane did the curtain hit my brother once. We also never were bothered by people queuing for the toilet as they queued on the standard economy side of the curtain!

The recline is outrageously good for the price. It goes so much further than normal economy and anyone who complains is simply very hard to please! If you want business class standard then pay for it! 

Would gladly fly this again!"
"1612887648-22665","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A320 (32K) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A320_B_new.php","I fly for a living and this has to be one of the worst seats I have ever sat in.  I was aware of the seat not reclining due to the emergency exit row behind but the legroom was impossible.  I'm only 6ft tall and had a very difficult time just getting into the seat not to mention the seat width, I'm not a big man, average to say the least, I was not able to move at all once I wedged myself into the seat. My knees were touching the back of the seat in front of me and when the person in front of me reclined back...WOW!"
"1612887642-22525","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airbus_A321-200.php","This is a fantastic seat if you don't mind the armrest tray and TV and stowing everything above. Tons of legroom and you can get out in front of row 26 without anyone having to get up. And you do have a regular window. 27F is equally good as there is also no seat in front of it, contrary to the map shown here. Do note that 27B/C/D/E are all standard econ seats."
"1612887664-23015","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-300ER (76T/76W) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-300ER_A.php","This is a seat right next to the exit door.  It has exceptional leg room, but with the door in place there is less insulation in this area and it can get really cold sitting here for 11+ hours from Seattle to Beijing."
"1612887580-20531","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","Seat 1A and 1K are good choices.  There is no traffic at this end of first class except at the very start and end of the flight, there is a ton of storage in the closet that you don't have to stretch for and arguably, they have the best view of the plane except maybe for the two blokes upstairs."
"1612887441-17997","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","AA lists this as an exit row seat. IT IS NOT! 25A and 25F are hut kit rest in row. They even had the nerve to ask me twice if I was willing and able to assist. And like most AA flights out of MIA, the plane is filthy!"
"1612887377-16628","https://www.seatguru.com/airlines/Lufthansa/information.php","Boeing 747-8 (748)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Boeing_747_8_V3.php","Premium economy. Well worth the extra $. Lots of leg room for 6”2” so. Amenities kit."
"1612887674-23137","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","This seat is VERY uncomfortable. There is a box underneath it that prevents you from keeping your feet at anything but a 90 degree angle. At 5' 5"" my knees touched the seat in front of me and were left bruised after the 6 hour flight with the person in front fully reclining their seatback."
"1612887485-18836","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A320 (320) Layout 1","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A320_Africa_Middle_East.php","It says might not recline, although mine didn't recline at all. Avoid row 10."
"1612887544-19377","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A320 (320) European","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php","Row 12 is a very good bet because of the extra legroom and row 11 seats do not recline. Easily the best seats on the plane, very comfortable."
"1612887596-21147","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Two Class","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380_Two_Class.php","19G is next to the Bassinet, gives extra table space but is also next to the exit which is used by staff to keep mattresses etc. and chatter all night.  There is no extra leg room."
"1612887415-17346","https://www.seatguru.com/airlines/American_Airlines/information.php","Bombardier CRJ-900 (CR9) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_CRJ-900.php","14A is misaligned with window. Window is very far forward relative to the seat."
"1612887439-17895","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","On a321s.  Bad seat.  No under storage and no tv screen. Limited overhead space"
"1612887600-21428","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","Emirates business class can not use front/middle bath room. It is for 1st class, although signs state BATHROOM with lights light up in Business class. 
So your better off in middle/rear if you want bathroom.
Seat 6 is not bothersome due to proximity to bathroom because no one in 1st class uses it. They have 2 more in front near their seats. 
honestly thing service on Emirates lacks luster.
Airbus business class seats really are horrible, don't lay flat and poor everything. Side panels flip up with no notice, ICE system really is horrible. I feel sorry for older person like my grandparents to use the ICE system....."
"1612887582-20610","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","Fantastic Place , seats , service
People complaint about so many issues and I was very worry but once I gat in it I was super happy to  flight.

confortable seats , very quiet area, nothing bad!"
"1612887658-22781","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-400ER (76D) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-400ER_B_Version_2.php","I am 6""4"" tallAnd sitting in this seat for 9+ hours was not comfortable.  I definitely would recommend upgrading to Delta Comfort.  It is not worth the extra money to have preferred seating.  the flight crew was professional and efficient.  The for was good for airplane food.  The infotainment screen was inadequate.  I would recommend bringing some form of tablet with the GOGO app download to watch movies."
"1612887600-21419","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","Excellent leg room, however this area of the cabin was very cold.  Large jumper and blankets necessary.  Significant rise in temperature felt on going forward through the next cabin to yhe toilets."
"1612887559-19534","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","These Business Class/Club World seats are very poorly designed. if youre next to window you can get up and out to use restroom but you will bump your head as ceiling slopes. The footrest a little too far away for shorter people (54) to use while sitting upright. Also, with the footrest in the up position for me in aisle seat 12, the person in window seat 11 had to climb over my footstool any time she wanted to get out of her seat! Window seat people were always apologizing to aisle seat people for bumping them every time they had to climb over. Oh, and bring a sweater for sure. The air vents are above the windows and shoot out into the room with NO individual controls. I had to wrap my shoulders with the duvet they provided in order to be warm. Funny; usually on airplanes, theres not enough air blowing on me. AND, theres very, very little room to store stuff. No pockets by armrest, a little drawer on the floor for shoes, and thats it.  If you dont want to keep getting small items from your overhead bin, BAs Business class is not for you."
"1612887559-19637","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","It's true that the seat has ""unrestricted Access to the aisle"" BUT the BA arrangement of seats is like a rabbit warren, and getting in and out of this seat is crammed and not easy. Like similar seats in the 380 near the window, there are no compartments between the seat and the body, so manoeuvring with a bag or just in and out of the seat requires some nimbleness.
The whole arrangement is not great this seat is a challenge"
"1612887610-21571","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Bombardier CRJ-100/200","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Canadair_CRJ_50_Mesaba.php","So I'm not sure if this is the right plane, but my ticket said that my plane was simply 'CRJ'

There was no number associated with it.

I was flying from Detroit to Lexington. I am a female about 5'5 and weigh approximately 315 lbs. Flying is hard for me.

I sat in seat 1B because it was the only one available when I booked. Although it doesn't show on the seat map, I was located in Comfort+. There was no first class options.

While my foot room was ample, I BARELY fit in the seat. It was a struggle. I had the fixed arm rests that went fully down the seat, so there was no overhang of any kind. In order to sit in this seat, you have to be able to fit BETWEEN the arm rests.

While my hips fit, BARELY, I very much hung over when it came to my arms and shoulders. I definitely took up extra space.

Let me just say that I feel SO FORTUNATE that I didn't have to sit next to anyone. There was a man who had the seat next to me. It was CLEAR that he did not want to sit next to me (I DO NOT BLAME HIM). We got very lucky and there was an open seat right behind me and he actually knew the person in the seat next to that. 

he was very kind and didn't make a big deal, but took the seat behind me. I couldn't have been happier. This was by far the smallest, most uncomfortable seat out of all the flights I had for this trip (I had a total of 4).

At the same time, however, the seat belt DID fit. I didn't need a seat belt extender, though, I had to stretch that seat belt as far as it would go. It wasn't extremely tight, just a little inconvenient to buckle. I got it, though.

If I wouldn't have been able to sit by myself, I would have felt uncomfortable and bad for the person next to me. I don't believe there was any good seat on this plane for a person my size."
"1612887509-19013","https://www.seatguru.com/airlines/Air_France/information.php","Boeing 777-200ER (772) Three Class Layout 2","https://www.seatguru.com/airlines/Air_France/Air_France_Boeing_777-200_C.php","Air France charged extra for this seat because it is at the front of economy class. It is horribly cramped, both in width and legroom. Totally unacceptable for a 10h+ flight. Despite AF's good service, this can of sardines is to be avoided at all costs."
"1612887441-18111","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","Seats 25 B,C,E,D are marketed as exit seats and priced as preferred seats. They show up as exit rows on your ticket, but have standard leg room, because the real exit row is row 24. This row lacks the window and aisle seats, so that only 25A and 25F have extra leg space, but not B,C,D,E. Buyer beware!"
"1612887383-16878","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A380_V3.php","This seat has a fixed metal box on the right-hand side underneath the seat in front of it.  It consumes roughly 1/3 of the legroom, making it difficult to stretch out or place any personal items under the seat.  In addition, due to low overhead storage capacity, extra cabin baggage needed to be placed in business class, which could not be accessed during the flight."
"1612887451-18440","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","Coach on AA is a miserable experience, though seat 31A provides a little relief in the way of unlimited legroom.  The exit slide on the emergency door bulges out into the space, but there is still plenty of legroom, and (unless the FA gripes at you) can use it as a ""footstool"" to put your feet up.  The proximity to the galley and lav is somewhat annoying, but didn't cause any major issues. No window, though the window in 32A is easy to look through over you left shoulder.  Still not a fun experience, but I guess it was worth the additional $ for the extra legroom."
"1612887445-18318","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","I've flown a lot of Airbus equipment before, including the A319, and have found them comfortable enough.  But that was before my first trip on an AA configured A319.  The arm rests cannot be raised on any economy aisle/window seats in the plane.  Most airlines give some flexibility to relieve crowding by raising an arm rest.  But not this monstrosity.  Ditto to the comments of other guru's regarding narrowness and tightness of seats in the back."
"1612887592-21057","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_private.php","There is no way to sit in this seat (and I imagine the same for 36H) without getting hit in the elbow or knee by the carts as they go by and/or shoulder by people walking by.  Avoid this seat at all costs.  The recline appears to be normal."
"1612887592-21080","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Boeing 777-300ER (77W) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Boeing_777-300ER_3class_private.php","This was our first time travelling with Emirates and we were more than pleased with our seating arrangements and the service given us by the attendants. My travelling companion and I sat in seats 46J and 46K and we both remarked how comfortable and roomy our seating was, and that it definitely was an advantage to have the extra aisle room alongside. The staff were cheerful and friendly and any requests were quickly and efficiently dealt with. We will most certainly travel with Emirates again."
"1612887445-18254","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","Seat is full-width but is missing right-side armrest, which is uncomfortable. (14A is also missing left armrest.)"
"1612887576-20105","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","26D-F are better than A-C or H-K as they have a pocket in the bulkhead to put stuff in.  26A-C and H-K have literally nowhere to put things during take off.  (lots of legroom, however)"
"1612887634-22159","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 737-900ER (739)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_737-900ER.php","Horrible seat.  Exit row but no extra legroom (in fact it was less than standard economy), and positioning of support/powerbox for seat in front means underseat storage is so narrow that you can't store a bag; also can't recline.  I was stupid to pick this seat when the toilet row 36B was available."
"1612887439-17975","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","Seat is narrower than usual fixed-armrest. If you want exit row choose 22E instead - no window seat and regular armrest."
"1612887561-19723","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","If you are stuck in Economy and have no option to upgrade, 39J is the best option.  It is actually a great seat - at the very back, but away from lavatories, and next to a big empty space where the plane curves.  There's lots of leg room, a great big space by the window, and no one behind to lean into.  Granted the seat doesn't lean back any farther than any other economy seat -- which is really not all that far, but the space around this seat is great.  It would be ideal if no one was in the other seat.  It would be good for a couple.  If I can't get into World Traveler Plus, I will always select this seat.
BTW, this aircraft does have really cool electronic window shade system that significantly reduces light coming in from the window -- such a direct sunlight -- yet still allow you to see out."
"1612887600-21271","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","as i am elderly male & need to be close to the toilet this seat was perfect for me & very comfortable, my trip was July 2016, my next trip is 17th Aug 18, hope i can get same seat or close to it,,"
"1612887674-23142","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","Do not get puzzled by the way they show you row 15. It may look like you have a bulkhead in front of you and you do not. It is close to row 14 so no leg room."
"1612887383-17005","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A380_V3.php","Box - probably for media equipment - under the C seats is seriously restricting space under the seat when you are sitting in 96C, 97C and 98C"
"1612887441-18115","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","This plane is vastly comfier than American's B738.  The extra inch of seat width is really noticeable; the plane is new and modern; you and you get a great IFE system.  I didn't find the underseat equipment box to be in the way at all, but I wasn't trying to store any bags there at the same time.  I'm 5'10/ 160, and thought that the seat was as comfy as you could hope to find in economy.  Seriously, a really well done interior.. I wish they would replace every 737 in their fleet with these!"
"1612887600-21386","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","Sat in row 85, it takes over an hour for food to arrive down this end of the plane and by this time there are no options - you take what is left (for brek/lunch/dinner), very bad planning by the airline.  also NOTE: there are communal screens in front of every section and they never turn off - flashing advertisements for the entire flight and airline does not always issue eye masks (too thin to work anyway)"
"1612887471-18803","https://www.seatguru.com/airlines/Air_France/information.php","RJ-85 Avroliner (AR8)","https://www.seatguru.com/airlines/Air_France/Air_France_Avro_RJ85.php","As the wing is overhead the luggage bins on these rows are half height and so can only fit a briefcase or coat - no roll-on cases. Lots of fighting for bin space around these rows!
WX193 (City Jet) is codeshare Air France and KLM."
"1612887565-19893","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-300 (773)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php","The layout for British Air for business class is crazy.  2-4-2 seating is bad enough, but the ""window/portal"" between aisle and window seats is very annoying.  The flight attendants lean over you all the time to serve the inside seats facing backwards.  There is effectively no storage at your seat, including the pillow, blanket, and bedding...that you are told you can not have that on the floor or your lap.  So you have to stuff this in the overhead until you are airborne.   The seat does not fully recline...you have to manually unlock a panel at your feet and flip that down as your footrest and the lower part of your bed when you are ready to sleep.  I was lucky to have the first row and the aisle.  If you are behind that, your seat blocks the inside guests from getting out and they physically have to step over you to get out.  Not  a good design.  Food was good but service was average at best on the London to Singapore flight.  It is doubtful we would use British Air for Business Class again.  They do not measure up with other Airlines for comfort or service."
"1612887614-21763","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Fairly comfy.  5'10"" and I had good leg room. Nothing bad but the seats are a bit narrow for those of us with broad shoulders."
"1612887561-19718","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","Travelled Calgary to London 10/10/16 in premium economy, The upgrade from economy was more than worth it - much bigger pitch better service quieter cabin - Whilst the economy service was excellent the premium was more than worth the extra. The seats were spacious and comfortable, the cabin was half empty and it was a very enjoyable experience, plane smooth and quiet, sevice excellent seat very good and no issues at all - would recommend for sure"
"1612887565-19958","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-300 (773)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php","flew this seat HKG-LHR 24/11/14. Seats are the same as used on the A380 in WTP. Plenty of leg room and seats are very comfortable. Entertainment package is the same as the A380. 23B was occupied by my wife and is the same standard.
NB there isnt a window for row 22 so we were pleased we changed our seats."
"1612887580-20505","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php","All seats in this section are bad, except front of section . When you try to get out of seat you have to climb over chair side.  No room to stand and get out. If the person in front reclined, you have to climb and come out at an angle, bad for back and balance.  Complained, got an official sorry!!! Never again waste of money, no benefits here"
"1612887632-22098","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (757)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200.php","Quite possibly the most uncomfortable exit row seat I've ever sat in.  The curvature of the airplane means your spine bends in a similar manner.  The tray table in the arm rest also means the width of the seat is cut by 3-4"".  Spend the extra $9 and get eceonomy comfort instead."
