Column1;Column2;Column3;Column4;Column5
1612804317-252;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A318 (318);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A318.php;The crew members where very nice free meals and much off all very low prices
1612804322-464;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"Travelled WTPlus. New design of seat quite awful. No longer the old loved bucket seat but just a slightly bigger WT seat. No support for thigh and calf muscles, no room to put big feet on so called foot rest and no room for feet under the sewtvin front due to media box. Head rest not as comfortable as old seat. 
Will totally avoid any BA route using788-8. Quite the worst ever journey of more than 500 flights completed in other aircraft. WTPlus not worth the money on this aircraft"
1612804340-832;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;When the seats in front were in full recline position it was impossible to stand up and exit this seat. The only way was to shuffle across the armrests or clamber over the seats to the aisle
1612804322-561;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;I'd read the comments on Seat Guru before flying and knew what to expect - as a consequence i paid for seat 30H outbound and 30C inbound.  Even so it was shockingly uncomfortable. It's impossible to eat at the same time as your neighbour as there is zero elbow room, the armrest is too narrow and i ended up with pins and needles as a result of having my arm hanging by my side for 10 hours.  You cant reach your A/V controls without leaning into your neighbour's space.  Being so close to the toilets means your feet are frequently kicked by queueing passengers, but that is only when the toilets are functioning - which they weren't on my return flight.  Luckily on my return flight the plane was emptier and i moved to seat 30H which i would not exactly reommend but would certainly suggest as being a slightly more palatable form of torture.  As long as you dont mind people using your legroom as a corridor when the toilets break down.  If i ever have to take this flight again i will be stowing away under the wheels as at least it's free and i doubt any less comfortable.
1612804322-491;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Great crew and decent meal.  Exceptional service from American crew ladies.
1612804340-895;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Best seat in WTP for any one over 6'2"" az yoi can comfortably stretch your legs arond the divider berween WTP and CW"
1612804319-368;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"The seating arrangement on the business class is peculiar, need to go over rear passenger feet while they are sleeping to get to the aisle. The screen need to be flipped 90 degrees so that it faces you to watch movies. Unfortunately, the locking mechanism doesnt work so the screen cant be locked at 90 degrees and it doesnt face me. While serving drinks before take off, by the time the stewardess got to me, she had only wine, orange juice and water on her tray. I asked for apple juice and she replied that she only had those on the tray. No need to tell me that since my eyesight is good, so had to tell her to go and get the apple juice which she reluctantly do it. While serving breakfast, I told her what I wanted and even showed the item that I wanted from the menu. To my disgust, she said she cant see what I had pointed to, and even said she cant understand.
When the chief steward brought the buns, I chose 1 but changed my mind and took another 1. He raised his voice telling me to also take the 1st bun since he said its already been touched. If you dont want the passengers to touch the bun, why cant you put the bun on the passenger side plate using tong after the passenger has pointed to the bun that he wants? Other airlines are doing that, especially in business class.
Will try to avoid BA in the future."
1612804346-1181;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Seat 63A forces you to climb over the legs on a fully reclined person in 64B. Especially poor when on an overnight flight. This seat configuration is just plain stupid. The next time I fly DEN to LHR, I'll opt for the stop at IAD. T least their seats all face the front of the aircraft.
1612804349-1380;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This is a good world traveller plus seat.There is a window but it is over the wing so downward vision is impaired unless the aircraft is banking.The bins by the window are very adequate for storing blankets ,pillows,laptops, cameras etc.
1612804349-1369;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;My husband and I flew this aircraft from IAD to LHR 7/6/17.  This was a lovely business class experience.  The seat was spacious, comfortable, and had ample storage.  The flat bed option was wonderul and I slept like a baby.  I must also say that the crew at British Airways impress me.  They were quick to anticipate our needs before we even asked and they were helpful and charming and made the experience even better.  I must mention Philippa in particlar.  Lovely woman and exceptionally competent at her job.  If given the choice, I would fly business class with BA again.  It is worth the extra money.  I can't say that for every airline's business class service- I can for BA.  Great job BA!
1612804319-276;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;I have never been so hot flying in mu life. Maybe it was the flying direction but even the windows were hot to the touch. This aircraft has no way to adjust your own air conditing.
1612804322-503;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;I am amazed at the bad choice of Economy class seats on the 787. My dinner slid into my lap because there is no lip on the meal tray, and (I am 6') the legroom was very poor because floorspace is taken up by a box. Someone really made a mistake with this seat, it gives a poor experience.
1612804319-340;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"Paid extra £45 for the front row window seat. Its really not worth paying for on this aircraft. The exit door is far enough away for you to stretch your feet out, unless you're over 6"". The worst part is the fact that you are so crammed up against the side of the cabin, it makes you lean over towards the poor person sitting next to you in the middle seat - the complete oppostive of what a window seat is supposed to offer you. I cannot imagine what it must be like to be in the rows behind, with an added equipment box. 
Also, the usual issues of the lavatory proximity are obvious. Smells every time the door opens, congregating passengers, etc
This really is a disaster of an aircraft. Shame on you Boeing and BA."
1612804346-1164;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Having flow biz on AA's 77W, this BA 1st seat was a big let down. Yes, being in 1st was better than in biz (or anywhere else) but with 14 seats, it's cramped and frankly not that quiet (though that's because of passengers). Flew round-trip JFK-LHR-JFK.  On the outbound, it was the daytime flight and PJs, pillows, blankets and bed made if you wanted.  On the return, only that dirty throw pillow they leave on every seat. Asked for a blanket and got a flimsy one they provide in economy. Service was 5-star and the crew were absolutely amazing, as was the food. Hard to figure out what the process for a la carte dining is. But the hard product was just a disappointment.  Plus, it was a remote gate, so we had to be bussed in after waiting on line in the stifling gate area, and then had to wait to board. Nothing exclusive or 1st class about that. You either pay $$$$$ or use lots of miles (as I did) to fly BA 2st when the AA 77W hard product is just as good for a lot less.
1612804327-680;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;We flew LHR - LAX and found the seats surprisingly comfortable. The recline was fine for us and we didn't feel it was limited. Im 6ft and I was very comfortable.It is next to toilet but again no real problem. Ideal seats for a couple
1612804333-718;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200ER.php;"This is the worst business class seat on the plane.
Everyone who comes from the galley kicks this seat as it sticks out into the aisle about 10 inches. Seat 1 G has the same problem.  Luckily for me the plane was not full so I was able to re-locate to another seat."
1612804322-462;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Club World has shrunk, or, at least the seat has. Much less space on 787-8 than on 777 or 747.
1612804340-899;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;You cannot access your seat without stepping over someone if they are sleeping or using their footrest. Also, your food service is not 'direct' and yet is passed over the aisle person
1612804319-316;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Economy seats do not have plug sockets. They only have USB power.
1612804346-1170;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"Nice small cabin, so good service. Great seat overall. Better than downstairs in my opinion.
Positives: three windows and a ton of side storage, more than you need. Gives a feeling of lots of space, and very handy for drinks, books, newspapers etc. Laptop drawer too. No issues with flying backwards. Feels private. Food was fine, drinks plentiful. Reasonable selection of films.
Negatives: the pull down foot rests are attached to the back of the next row's seat, so you can feel some movement if you have a fidgeting person behind you, and i was aware of the stewards footsteps walking up and down. You do have to step over the other person when they have their footrest down, but I'm only 5' 1"" and didnt find it difficult. TV screen could be bigger.
The seat layout didnt bother me as the stewards raise the screen for the most part, but i wouldnt want to be in the aisle seat and keep having food n drinks passed right across my lap."
1612804346-1152;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Very comfortable seat.  The service (food, drinks and atention) was great.  The flat bed was so comfortable that after dinner I slept the rest of the flight.
1612804340-978;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;BA's business class is by far one if the worst of any airline in the world. Charging you a premium for this seat is robbery. 8 seats crammed into an old 777-200 configuration. Coach class has 8 seats!!  If you are in the aisle, the flight attendant has to lean over you to serve the window seat.  It boggles the mind. Never, never again will i fly BA.  As a 200k yearly flyer, i will tell everyone I know how bad it is and convince them not to fly BA.
1612804349-1470;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This is the worst arrangement of business class seats on any long haul flight. While the seats and amenities are fine, even with the so-called privacy screen you are frequently looking directly at another passenger a few feet away.
1612804349-1474;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Change of job means first time in WT+ and not business. Surprised in a good way, only real difference that matters obviously the seat, you still get some form of food, booze and eyemask/toothbrush/earplugs/blanket+ personal ent.screen. Avoid last row next WC. Slept fine, i'm 120kg.
1612804319-329;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Slightly inconvenient placement of electronics boxes meant I had to juggle my feet around them.
1612804349-1348;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"First time on a 380 and we were in business class.  Will NEVER fly this plane again.  Flew lax-lhr in a 777 and loved it, I'm 6'4"" and had plenty of room to lay flat.  

On the return flight the 380 did not have enough room which I could live with but having to either have somebody step over you or worse having to step over somebody is a terrible layout.  My wife was crying because ahe couldn't get out, the guy had crossed his legs and was sleeping.  Had to wake him up just to use the bathroom. Also having food and drink being passed over me wasn't cool."
1612804336-743;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;No additional legroom at the front, and in fact felt more cramped than those in other rows. I am not especially tall (59), but there was simply no comfortable position for my legs/feet to rest
1612804336-769;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;I am not sure why the cabin here shows only 23 rows, as we were seated in row 25 and it was placed where row 23 is shown on the drawing. Possibly because BA fitted yet more seats! The seats in our row (row 25) were awful, and narrower than other economy seats. My TV screen was shifted by about 10cm to the left for that reason (as the row in front was normal) I had a measuring tape with me and seats in our row measured about 16 inches wide, an inch and a half narrower than all the other economy seats. In addition my husband's table was broken and sellotaped back, promptly falling off as soon as he opened it. The toilets stink was vile, pretty much the entire flight. Crew kept on spraying air freshener on top of it, which did not kill the smell. It was awful. BA told me that they are free to change the seat width as they please as long as the legroom stays the same. This puzzles me as 16 inches = 40 cm is below the width of an average male back and was about 4cm narrower than seats in other rows. My husband had to move seats so I was left to take care of my child on my own on a long haul overnight flight.
1612804349-1330;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Good legroom and storage above and under the window. Generally quiet upper deck compartment 2-3-2 configuration. Close to lavatory but no queue or noise. Seats do not fully recline due to lavatory wall. Last to be served and run out of my choice of main course but flight attendant went and got one for me from business class!
1612804319-381;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;An earlier reviewer suggested this seat does not recline, this in incorrect. I had no such issue on my recent flight. All the back row seats fully recline.
1612804346-1081;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Row with foot space. Except oddly placed foot space bar is right in the center of the seat in front of you. TV screens are small and have minimal choice. Bathrooms are at back of plane. We got served food last for our side of the plane
1612804307-203;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;"BA has reduced the seat pitch to 29"" on their European short haul routes. This comment applies to the A319 European configuration. I'm a 6'3"" tall passenger and the 29"" legroom was almost criminal. My knees were jammed into the seat back in front of me. Avoid this aircraft configuration if you can."
1612804340-845;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;I flew on the version that had first class after an aircraft change. Seats were OK but entertainment system was poor. Fuzzy image. And no wifi! Food choice was not available for both meals.
1612804346-1228;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;BA Club World seats have fixed leg room due to configuration, so exit row seats cannot have more legroom.  However 62 a/k and 64 a/k are best seats in this cabin.  They have a ledge with storage compartments next to the window and there are no persons legs to climb over when leaving the seat while in flight. Because of the specific storage compartment configuration and the high privacy levels 64a and 64k are the best Club World seats on the plane.
1612804319-398;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Seat 37F features the in-flight entertainment box at the passenger's feet which impairs legroom.
1612804346-1242;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;I am somewhat bearish in build, with big shoulders and stand 6-1. 60A is a bit harder to get into than I thought it would be, but once in and adjusted, it was fine. I actually caught several hours of sleep, which is rare for me on an airplane. Cabin service was first-rate.
1612804322-588;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"This flight's economy seating is uncomfortable for short trips; much less a transatlantic night flight.  Additionally, the armrests recess only partially, so they dig into your side if you choose to raise them. There also seems to be a metal box on the aisle side seats, which decreases the leg room even further.   Never again."
1612804304-193;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) Domestic Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_C.php;This seat oddly features no overhead air vent. Every other row does. Not sure why this is, but it is annoying at first as the plane is quite hot before takeoff.
1612804340-844;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Comfortable seat that us a flat bed. Very odd layout of suite though, especially TV screen.
1612804319-330;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Great seat, plenty of room. i usually go for aisle seats however as I booked to upgrade, the extra space between seat and window was useful. Seats extremely spacious and comfortable with ability to recline properly withiut annoying person behind
1612804296-141;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;Really good seat, highly recommend, beautiful view of the wing, very impressed by the service of the staff, window is also well placed and plenty of room and I'M 5ft 11
1612804327-707;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;This is a seat for those who want to be private, a feeling that in a separate compartment or a private aircraft. Very comfortable, much better than any other company on the route to Rio de Janeiro and I've tested all because I have traveled at least four times back and forth every year for the past 10 years. If one is to point out something negative is the absence of a properly positioned window for this seat, you have two windows but using them is uncomfortable. British airways club world, then perhaps above all Boeing 777 300, giving a very good experience when you fly far and spend many hours in the air.
1612804296-147;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;BA A320. Seat 10A. This seat was assigned automaticcaly to me when checking in.  The Exit row was behind me.  This meant I wasn't kneed in the back. That's a plus. Nice window placement. Not bad for a small economy seat.
1612804349-1332;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Your general review section notes that there is restricted legroom in seats A and K for the lower deck (economy).  That is an understatement.  There is no way for the passenger to sit straight with the media equipment placed in that area.  The passenger has to sit at an angle and will often end up sharing legroom with the passenger in ""B"".  Given that these are long-haul aircraft, that can end up being a long, uncomfortable ride.  I recommend labeling ALL A and K seats on lower deck economy YELLOW."
1612804340-833;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;This seat is extremely uncomfortable when the seat in front is in full recline position. It is impossible for a fairly slim person to stand upright to exit the seat  - I had to shuffle across the armrest to get out. Even with this seat in recline position the table would not come out of the armrest but had to be forcibly lifted out by the steward
1612804296-124;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;Seats in row 9 do not have overhead ventilation because of the modular business class attachment (see pic: https://s27.postimg.org/gwilmqxlv/IMG_0596.jpg)
1612804319-345;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Dreadful seat, no window simply a blank wall. No space, seats crammed in and prison feel exacerbated by the lack of window. Really bouncy flight sitting that far back. If flying this route again, i will look for alternatives.
1612804340-901;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"World traveller plus like it was in the old days before the A380 raised the bar.
seats not that comfortable with poor recline but good leg room. No problem with proximity to the toilets, food very average.
No overhead storage bins over this row --odd !!.  Entertainment system decidedly antique compared with the A380.
Nice aeroplane to fly in but now outdated"
1612804322-556;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Flight from Heathrow to Newark in December. The plane itself is a new aircraft so things still have that shiney new feel about them. The 3x3x3 configuration doesnt leave a great deal of room but it was ok. I was travelling with family either side so we didnt mind elbows and nudging eachother etc but i can imagine if you are sitting alongside strangers that the tight quarters would be a little uncomfortable. The seat width is no narrower than any other economy seat ive travelled on. The boxes situated on the floor (i assume housing some kind of electronics to support the inflight entertainment) were irritating as they didnt allow you to have full use of the floor. Once you have a handbag under the seat you are left with little foot room. If people infront recline their seat thats when you realise how little space is on offer here. Seat itself not uncomfortable, it's just that theyve tried to squeeze too many on and it leaves the economy cabin feeling a little cramped.
1612804294-105;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) Domestic;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_E.php;Previous comments seem to suggest slightly narrowed seat due to tray table being in arm rest. Personally, I felt no difference in width or comfort to standard domestic seat. 9A has loads of legroom due to lack of seat in front, and great view of the engine and the wing if you like that kind of thing. The A321 is very comfortable for short haul.
1612804322-557;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Flew calgary to heathrow return , i have to say for a new aircraft the dreanliner it was no dream nightmare more like these seats are awful no leg room and im not tall and nor is my husband, also seats very uncomfortable, far to many seats crammed in for a 9 hr flight ! Never again ! We upgraded on the way out to economy traveller plus and it was heaven if you can get an upgrade i would do so otherwise i wouldnt bother if you want 9hrs of torture also person in front had their seat back full 9hrs of flight no need at all as this made the leg room even worse , next time i wont be going in economy will pay extra for upgrade !
1612804340-910;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;This is an awful seat. It deserves to be marked red. This seat and 26C are not good because you get banged into the whole flight by people going to the toilet. In addition, the seat is quite opposite the curtains to premium so when people are passing by which is quite often, you keep having to move your feet because your in the way. It also blocks off the toilet keeping your feet in the way as the proximity is close. I would not recommend this seat at all. 26 B and J deserve a green mark because they are great seats. Of course despite overhead bins not being big.
1612804319-268;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Apart from the usual BA window seat problem of aisle access, these are good seats for a couple.  There is little or no footfall between Club and First and it is further from potential galley noise than row 7.  A nice quite seat for daytime sightseeing or overnight sleep.
1612804319-309;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Flew Santiago to LHR return. Both were great flights. I loved the seat controls and the flat beds and 787 ambiance made sleep easy on these 14+ hour flights. Outgoing I'd rate a 10 due to the great pair of flight attendants. Return not as good due to indifferent crew. Didn'd use the entertainment system. Meals OK but their breakfast needs some work.  But overall F class in a British 789 is superb.
1612804349-1327;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;People say these seats are bad as next to the toilet but it depends on what you want. I always prefer to have no one behind me so the seats were great, for economy. You get normal recline and no one banging on your seat. The toilet door was set further back and didn't line up with the seats anyway. I didn't find the 2 entertainment boxes (that everyone goes on about on here) a problem at all, if anything I found resting my foot on top of one of them quite comfortable. Storage box in the window seat is so handy and being in the last row of the section no one else ends up leaning on it (they are all offset to the seats) found leg room fine, but seats are narrow and head rest is not great. Not as quiet as I expected on the top deck, sounded just like any other plane really. Entertainment system kept crashing for everyone, mine had to be reset by crew 7 times on 13 hour flight, also same with other people around me - it seemed to be linked to the interactive map.
1612804346-1124;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"Also london to cape town earlier18 E and F
The worst business seats in the world are you kidding 8 across like economy all other airlines are 6 across 
Will never agin fly BA. You are trapped in the middle seats facing bacwards and climbiing in and out to go to the lavatory with sercice across another passager
Who ever designed this configuration should be fired although the airlines greed is really to blame..."
1612804346-1064;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"LOVED this seat
PLUSES - very private cabin space with loads of storage.
NEGATIVE - need to step over legs of person in aisle seat to get to the loo.  I'm disabled and this would have caused a problem for me if it had been a night flight.

with only 20 seats upstairs it was very quiet and with two toilets it was great."
1612804322-404;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Recently sat in 22F on flight 0249 from GIG-LHR. Leg room is impacted by 'On Demand' entertainment unit located under seat in front. Seat recline is enough to get you into a comfortable resting/sleeping position. However BA headrest is AWFUL - non adjustable and dreadfully uncomfortable. Other airlines such as Delta, LATAM or American ALL have adjustable 'wing' style headrests. Sort this out BA as your reputation won't keep customers forever.
1612804331-715;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 3;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200_3.php;The new seats are grim. Lots of legroom if you can put your feet either side of supports from row in front. But really tiny seats, with no comfort for a long journey and poor quality materials. Would be ok for a shorter flight
1612804349-1391;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;The seats in the back section of the upper deck on the BA A380's have very small overhead lockers. Most bags had to be put further forward in the plane.
1612804340-998;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Old style premium economy seats, with a small screen and and very limited entertainment system. Very disappointing. Prices have increase since BA introduced the A380 on the HK route and it is not justified when flying on the 777-200.
1612804312-236;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) Domestic Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319.php;BA no longer provide complimentary food and drink - there is limited buy-onboard stock provided at the moment by Marks and Spencer.  They do not accept cash payment for the items for sale.  'Club' is available on most routes, including domestic routes - this is where complimentary food and drink is provided.
1612804346-1072;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;WORST Transatlantic flight I've taken in many years! The only good thing was the flight crew were lovely. The plane is so old, the entertainment screens terrible quality and tiny with fewer choices than I've experienced in a long time. Seats so uncomfortable. This plane should not be used for 9-10 hour+ flights! The flight from AUS to LHR is a new plane and quite nice, BUT this LHR to AUS flight was shameful! I may never fly again if this is what we get.
1612804349-1408;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"My partner and I will always try to get seats 74K (and J) if we are flying on a BA A380. Sitting upstairs is great; the cabin feels smaller and more intimate and the 2-4-2 layout is much nicer. The small box next to the seat for storage is also really handy so you don't need to get up and use the locker in-flight. This seat has a great view of the skyscape and the wing. AVOD is good with lots of variety."
1612804349-1377;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;All window seats, including in economy, on the upper deck have additional side lockers that give greater sideways width, locker storage and table space.
1612804289-71;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) International;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_C.php;Very cramped throughout World traveller.  If the person in front reclines their seat be prepared for an uncomfortable flight.
1612804340-979;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"We found seats 12j & 12k to be suitable for us as a couple, probably more so then the central seats.
Whoever designed this configuration for club class clearly had cramming in as many seats as possible into a small space, more than the comfort and convenience of club class passengers, as their priority.  
I really do not think that I would pay the significant premium to travel BA club again."
