date|comment|rating|airline
|ALWAYS COMFORTABLE. I like the ease of knowing my seat ahead of time. The planes are always clean and the staff is very friendly. I love flying to Seattle and Spokane. Easy on, easy off|50|Delta
|Excellent Customer Service. When a recent trip got me to the airport for the return home eight hours before my flight due to circumstances beyond my control, Delta customer service helped me get on an earlier flight in spite of my ticket class. The flight I was booked on was oversold, but the one leaving…|50|Delta
|Fabulous Trip. Everything was excellent. Flight attendants were friendly, cheerful & helpful. No turbulence round trip. Could not be better.|50|Delta
|Non-stop to San Jose, Costa Rica. Delta is always our airline of choice. I do appreciate the organized way of boarding and the fact that they work hard to have flights on time. As with many other airlines, I believe they have sized down the regular economy seats beyond acceptable, so our flying is never a…|40|Delta
|Delta airlines just never Disapoint. I fly back and forth to the states a lot. I always try to fly on Delta. The crew is super friendly and serviceminded, the cabins are updated (even in their old 767s) , the food is good ... I love this airline. When i say this i have also flown on all other airlines flying from…|50|Delta
|Exceeds my expectations. The in-flight entertainment is such a bonus of flying with Delta. The free snacks are quite decent and the air stewards are very kind.|50|Delta
|As good as any. Delta is working to make flying a) more accessible, b) less awful, and c) more expensive. You now have three separate price levels in coach. Unless it's a transcon flight, go for the cheapest: it's all the same except for a little more legroom at the priciest level.|40|Delta
|Flying Home. Love flying with Delta, good service and no middle seat on the sides. They treated me with respect and everyone was very friendly.|40|Delta
|Non-stop to San Jose, Costa Rica. Delta is always our airline of choice. I do appreciate the organized way of boarding and the fact that they work hard to have flights on time. As with many other airlines, I believe they have sized down the regular economy seats beyond acceptable, so our flying is never a…|40|Delta
|Delta airlines just never Disapoint. I fly back and forth to the states a lot. I always try to fly on Delta. The crew is super friendly and serviceminded, the cabins are updated (even in their old 767s) , the food is good ... I love this airline. When i say this i have also flown on all other airlines flying from…|50|Delta
|Exceeds my expectations. The in-flight entertainment is such a bonus of flying with Delta. The free snacks are quite decent and the air stewards are very kind.|50|Delta
|As good as any. Delta is working to make flying a) more accessible, b) less awful, and c) more expensive. You now have three separate price levels in coach. Unless it's a transcon flight, go for the cheapest: it's all the same except for a little more legroom at the priciest level.|40|Delta
|Flying Home. Love flying with Delta, good service and no middle seat on the sides. They treated me with respect and everyone was very friendly.|40|Delta
|Non-stop to San Jose, Costa Rica. Delta is always our airline of choice. I do appreciate the organized way of boarding and the fact that they work hard to have flights on time. As with many other airlines, I believe they have sized down the regular economy seats beyond acceptable, so our flying is never a…|40|Delta
|Delta airlines just never Disapoint. I fly back and forth to the states a lot. I always try to fly on Delta. The crew is super friendly and serviceminded, the cabins are updated (even in their old 767s) , the food is good ... I love this airline. When i say this i have also flown on all other airlines flying from…|50|Delta
|Exceeds my expectations. The in-flight entertainment is such a bonus of flying with Delta. The free snacks are quite decent and the air stewards are very kind.|50|Delta
February 2020|As good as any. Delta is working to make flying a) more accessible, b) less awful, and c) more expensive. You now have three separate price levels in coach. Unless it's a transcon flight, go for the cheapest: it's all the same except for a little more legroom at the priciest level.|40|Delta
January 2020|Flying Home. Love flying with Delta, good service and no middle seat on the sides. They treated me with respect and everyone was very friendly.|40|Delta
|Excellent timely trip. As always Delta performed On time and good service. Ample connection time and even stayed in same concourse in Atlanta. Wish they had more than one daily flight to Eagle Co.|50|Delta
|Empty Flight. We were retiring from a 16 day in southeast Asia and this was our flight back to the states. The plane was less than 1/3 full due to health concerns. The flight was great the service exceptional.|50|Delta
|Quick flight arrived 30 minutes early. I travel between CVG and EWR quite frequently and it's always a direct flight. I flew on 3-5-20 and left CVG at 5:37pm and was supposed to arrive at 7:47 and I got to the gate in EWR at 7:11pm. Flying into EWR is usually delayed and is never on time, this time it was the…|50|Delta
1 Helpful vote|Small plane from SNA to SEA...and it was great.. The plane was a regional jet (2x2 in the main cabin). The flight was comfortable, smooth and easy. I'd definitely recommend the flight.|40|Delta
|Comfortable Flight. Out going flights were Economy+ and were both on time. Return flights were First Class due to a great upgrade option. Flight was behind schedule leaving SJO-ATL which caused a n issue with our bag making our connecting flight. Our bags didn't show up at our destination until…|50|Delta
|Delta meets my expectations. Delta continues to provided professional and personal feeling service. The aircraft appears clean (as can be with quick turn arounds). However, the other airlines on non-stops never meet our expectations. Same this time from Atlanta to Halifax|50|Delta
|Excellent Service and Favorite Airline. We recently switched miles programs from United to Delta, and our only regret is not doing this sooner. The quality of the airplanes and general service is far superior on Delta. The planes seem newer and better maintained, the flight attendants are friendlier and, best of all,…|50|Delta
|First family trip and my daughters (6 years old) first flight. I chose delta for our first family trip and my daughters first flight. Pre-flight the Captain gave a little talk about how the airline avoids turbulence which was interesting. I like that in first class you can get a drink before takeoff. During the flight the attendants took…|50|Delta
|non stop boston to cancun. on time great flight no problems...always fly non stop to cancun because if there is astop returning to us need to get bags off plane and lug them to immigration and reboard|50|Delta
|What’s To Say About an Airline. We have been fling Delta exclusively for 15 years. That is about to end. Every year we go to Key West and have to change in Atlanta, a huge airport. Every year we have to go from the middle or end of a concourse to the middle or end of another concourse. It is always fraught.…|40|Delta
2 Helpful votes|DL Connection really has it going well. The Delta Connection has vastly improved over the years. The cabin crew and cockpit crew could not be nicer. The snack basket makes for a very modest in-flight food service but it's bottomless and served with a smile. And, the aircraft have been super-duper clean.|50|Delta
1 Helpful vote|Best flight experience!. Using points I upgraded to Comfort +, and was not disappointed with the upgrade at all! More leg room and drinks during the flight made it a nice experience. Flight left and arrived on time, and the level of customer service was excellent. Will be flying Delta as much as…|50|Delta
1 Helpful vote|Excellent service, all top class and super easy, non stop from Los Angeles to Costa Rica in 5 or so easy hours!. Our non stop flight to Costa Rica from LA was a breeze. I have to say after that experience I’ll definitely be choosing Delta more often!|50|Delta
|Very comfortable. Comfortable, free drinks and food. Easy check-in in I’m Mexico City. Free delivery of bags forgotten in Atlanta customs.|50|Delta
|Very Good. Thank you to the helpful flight attendants. The pilots who delivered us smoothly and on time. We had plenty of food and drink. I appreciate Delta for always providing plenty of water!|50|Delta
|On time departure and arrival. Delta is doing a wonderful job of on time departure and arrival. Flight attendants are generally courteous and helpful. Exit row seats in economy are your best bet for comfort!|50|Delta
|Average business class level for a long haul trip. Really funny and kind captain, saying hello to each passenger, one by one. Something I have never seen before. Travel bag pretty complete. The food was not the best I've had in business class, but it usually happens with almost all North American airlines, so it is not…|30|Delta
1 Helpful vote|Business Travel. Delta needs to setup their sanitation between flights with this coronavirus epidemic going around. it was apparent no one wiped anything down between flights out of Atlanta to San Antonio, TX. Shame on you!!|30|Delta
|Only airline we will use. We have flown different airlines and Delta is what consider the best. On time- dependable- plenty of leg roo. We do not feel like cattle put into a pen. The attendants from Check in to on the flight are customer focused. We flew Frontier once and never again - flew put of…|50|Delta
|Delta Flight. 8 hour flight to Ireland from Atlanta crammed into a sardine can. One member of our party is handicapped and Delta staff could not have been more kind and helpful on the ground. Transportation through the airport, upgraded seating, pre-boarding but the flight was tough. The…|30|Delta
|"Almost went. An almost flight. Booked in February to fly in May, Houston to a conference at Palm Springs, CA. Just happened to go on line to Delta to update my profile to include my new ""known traveler"" id number. What do you know? My connecting flight in Salt Lake City was changed -…"|10|Delta
|Great flight. Great service very friendly, helpful, and respectful. They know what to do in all situations, wish all airlines were like this|50|Delta
1 Helpful vote|Delta Comfort Class. Our flight going out was very good, I really recommend Comfort class because you're in the front of the plane you have a little bit of extra room. On our return flight the stewardess that waited on us was rude and bordered on belligerent. I asked for a gin and tonic and she…|40|Delta
|Delta has really kicked up its service! Thanks Delta!. I’ve been flying Delta regularly now for a year and am impressed by the overall increase in positive customer service from agents to flight attendants to pilots. On a flight one evening during inclement weather our pilot communicated extremely well while having to cut he for…|50|Delta
|Flying Delta to Hiroshima, Japan.. The flight was not bad but being unable to fly into Kansai is a big issue. Since there is only one way to get to Nagoya station from the airport you have to take a local train (meitetsu), it has little support for English speaking passengers. It was very difficult for me to…|30|Delta
|Overpriced, crowded. All together a greyhound bus is roomier and more comfortable. I would like to see a video of passengers evacuating that airplane in an emergency.|20|Delta
|Prefer to fly Delta. I have experienced that Delta does everything to be on time. This particular flight we landed into Atlanta 30 minutes earlier and my connecting flight was the next gate over. My luggage is handled so much better that other carriers. I will pay extra to fly Delta when I can.|50|Delta
|Heading home. This was our first trip on Delta in decades. It was disappointing as compared to other airlines we’ve taken cross country. We flew out in 1st class-although aside from more leg room there wasn’t much 1st class in first class. Our homeward trip to SFO we flew economy. The only…|30|Delta
|Delta is by far my favorite airline. I always fly Delta and I always have the best experience. Delta's service is unmatched and their flights are always top notch. Their inflight entertainment via embedded touch screen is amazing. It makes those 3-6 hour flights manageable with the inflight movies/tv shows and…|50|Delta
|Excellent.....AGAIN!. I've come to expect great service from Delta, and they have surprised me on this trip. I am handicapped, so I require a wheelchair to the gate. What Delta has done is created a special check-in spot just for the handicapped. You check-in and a wheelchair are provided at the…|50|Delta
|Shared my seat with very large passenger. I had a seat that the gentleman next to me was over half in the whole time. I discreetly asked to be moved up due to the discomfort of sitting next to this man as he was covering and sweating on my arm with his body while having his upper arms touching my chest half the time. …|10|Delta
|Normal flight. Normal fight. It was on time and not overbooked. Many seats were empty and the airplane was very comfortable.|50|Delta
|Pleasantly Surpised. I enjoyed my flight on Delta. I would have given 5 but there was no in flight entertainment and I had to purchase the wifi and it takes forever to load. The crew was great. The flight took off and landed on time we even got there a little early. Will definitely fly delta…|40|Delta
|Germany Trip. I had a very pleasant experience flying Delta and then KLM in Amsterdam to Berlin. My itinerary had me going from Denver to Detroit and Detroit to Amsterdam and then on to Berlin. The seats were comfortable and the service was fantastic especially on the leg from Detroit to…|50|Delta
|Overall good flight. for being a basic economy flight, good service, polite staff, the aircraft was clean on both legs of the trip. Boarding takes a long time with Delta having so many groups. Leg room was very tight, but that is to be expected.|40|Delta
|Customer service is what Delta does. I fly between Tucson and Portland Maine a few times a year and have never had a bad experience with Delta. The customer service has always been excellent and as I am flying between smaller cities the whole airport experience is better.|50|Delta
|Modern airplanes. I absolutely love the entertainment on Delta. You have your own private screen and are in charge of the media...be it hit movies, music, games, or watching your flight path. Great way to pass the time.|50|Delta
|Delta skies are friendly. Our flight was reasonable. However we didn't select our seats therefore 3 of the 4 flights we had, we were stuck in the very back of the plane. it was fine, but not ideal. Everything went pretty smooth for the most part. No complaints.|40|Delta
|Smoothest Trip to Florida. I have flown many times to Gainesville FL to see my parents, and most of the time it is stressful and not an easy trip to navigate. For the first time though, I booked from Flint MI to Gainesville FL, normally start in Detroit MI. Delta from Flint was marvelous! The helpers were…|40|Delta
1 Helpful vote|Flight from Nashville to Orlando was great.. I travel a lot with Delta. I got most of my points with them, so I fight with them for points and friendliness. As a retired military, I get on first and they allow you to move to different seats (if available). With free WiFi, I can enjoy texting, etc. I'm flying to Italy in…|50|Delta
|They provide a high level of service. They are more on time than other airlines. It was a basic ticket. The steward was friendly. They served their cookies and gave earphones out so you could watch movies. There was adequate room, but no extra...|50|Delta
|Delta. The flight as fine. It is that the airlines these days are not really concerned about comfort and more on how many people on one flight they can get. Fortunately on thus trip there and back were good people and which made the flight more enjoyable. Seems like the late flights…|50|Delta
|On time, clean, great attention and service by crew. Flight was full, but on time and crew gave great service. Smooth ride with good updates by pilots. We fly Delta regularly and believe they are committed to those they serve--us their passengers!|50|Delta
|Great London Flight. Wonderful staff, Great flight with great service ! Comfortable seating and leg room throughout the plane. Excellent headrest entertainment systems. Delta made it a very comfortable and enjoyable experience.|50|Delta
|Bathrooms on a plane. Normally, I love Delta Airlines.... but the three star review is a protest for their use of the Airbus design with the lavatory in the center of the plane. I understand the inclination... conventional wisdom would dictate that a lavatory in the center the plane would be more…|30|Delta
|Suitable, not special. Typically I fly Southwest domestically however recently have found that Delta economy on some routes is comparable or better, so I opted to give them a try. The boarding process seems poorly thought out to me, I think they could do it more efficiently, but it wasn't bad. Service…|30|Delta
|Cruise. Flew Delta to Florida to get on a cruise ship. Staff were friendly. Safe flight (uneventful) Used an online travel agent to book flight and cruise lines.|50|Delta
|Delta flights are awesome!. Love flying Delta, we had a late flight, with that being said in the peak of sick season, they allowed everyone to move after seats were determined. So I in return did not have to sit next to the person that was coughing all over the place! Thank you delta for taking our health…|50|Delta
|Organized and Efficient Delta. Delta has a wonderful phone app that works very well from checking in, to getting notifications for flights boarding, etc. It works seamlessly. Another shout out to Delta, this was a rebooked flight from one that was to have occurred in September and due to Hurricanes…|50|Delta
1 Helpful vote|Delta. Easy check in, flight at origin on time, connecting flight delayed a little, good service. A class above United and American. Recommend Delta and will use again.|50|Delta
1 Helpful vote|On time and friendly staff. The flight left on time with great service on board. The business class offered fully flat beds. We had one stop in Atlanta which was also on time when headed to Palm Springs. Delta offers a lounge with their business class service which was also quite convenient. Will fly delta…|50|Delta
|"Delta flight 56 slc to ams. I love Delta and everything about them. The 9 hour flight screwed up my back for days however. The last few hours I just couldn't get comfortable. Not big - I'm 5'7"" and slender. Otherwise it was a smooth flight with great flight attendants."|30|Delta
|Best flight in a long time. Best flight-boarded on time, good service, arrived early. No delays, that is my complaint about American. Pleasant flight attendants. I had a TV screen on my first flight, not on the return, which was a little disappointing.|50|Delta
|smooth pleasent ride. I do not care for flying. This flight was smooth and pleasent. - The inflight movies are such a nice way to pass the time. Cabin crew was professional. Only setback was on return flight my bag was to big to go in overhead bin so I was told to check it. I was not charged an…|50|Delta
|Spokane to Boston. We flew from Spokane to Salt Lake and then on to Boston. Both flights arrived 20 minutes ahead of schedule. Although I don't appreciate Delta's new policy that choosing a seat requires extra payment, I do appreciate timely departure and arrival. Free movies on the second flight…|40|Delta
|"Good Flight to Puerto Vallarta. Seats were comfortable, service was friendly and good. Easy on and off. My only complaint is people abusing the system. Delta pre-boarded ""people who need extra time"". The line was long and was 80% people over 65 who were walking and moving just fine and top of that all…"|50|Delta
1 Helpful vote|The best service ever!. I had a roundup flight to Montgomery for business,my flight was executed with no hitches. My flight home was delayed, but I was sent a text hours in advance. Once in the air, my flight was excellent, the pilot moved us above the turbulence and we actually made up 20 mins due to…|50|Delta
|Loyal Delta Customer. This was a great flight. We connected through LAX. Everything ran on time. Great crews on both flights. No luggage issues. Thanks Delta!|50|Delta
|Just great service. As always great customer service. They actually seem to enjoy their work. Always a smile and how are are you today! Excellent food and beverage. On time!!!|50|Delta
|They try really hard, but.... I had three stops. The leg to Salt Lake was pretty uneventful. I had 5 hour layover in Salt Lake and was nabbed by people promoting the Delta American Express Card in the airport. They said I could use the members club if I signed up. The lounge was so full there was no place…|30|Delta
1 Helpful vote|SD to Vegas. I flew from Madison, WI through MSP to Sioux Falls, SD then back to MSP and finally to Las Vegas, NV before returning to Madison. Flying Comfort Plus was well worth the upgrade!|50|Delta
|If you can get thru Atlanta then youve got it made. Delta is consistently a good carrier so long as you don't get stuck in or going thru Atlanta. Good service, nice folks and so long as there are no weather delays, it works for your everyday travel.|40|Delta
|Spain to Portugal. Clean, flight attendants went out of their way to assist.Food okay. Several attendants engaged in conversation with guest and gave they positive feedback to help enjoy your vacation|50|Delta
|Best service for handicapped person. My husband is handicapped and Delta was excellent in dealing with our needs. The only problem was the long time between flights in Minneapolis,3.5hours. Other than that no complaints|40|Delta
|GREAT SERVICE, COMPANY, EMPLOYEES, ETC. took a delta flight from atlanta to cancun with no issues. the plane was full, so there wasn't much to do buy sir in your seat and be comfortable. The flight attendants were helpful, responsive, and delivered the service we expected.|50|Delta
|Madison, WI to San Diego, CA. As always, the cabin was clean and the flight attendants were very friendly. The in-flight entertainment and services were excellent.|50|Delta
|DELTA PUT US IN A SPECIAL CATEGORY SUCH THAT WE WERE IN SEATS RIGHT BEHIND FIRST CLASS AND THEY GAVE US SPECIAL EAR PLU. On the way up to Boston we had a 143 MPH tail wind so we were going over 600 MPH. Made the flight in two and a half hours.|50|Delta
1 Helpful vote|Flight to Vegas. As always, I had a great flight with Delta! No problems at all. Flight attendants were very nice and flight was smooth. I like when the captain makes announcements over the PA system. I always find it hard to understand them, because of the noise of the planes. I end up…|50|Delta
|Great Flight. Flight was great both ways. We left Boston on time and arrived in Orlando on time. Everyone was friendly.|50|Delta
1 Helpful vote|"Delta is our favorite airline of choice. There was actually a time years ago that we had ""broken up"" with Delta. There were too many issues and none were handled appropriately. We forgave and forgot and started trying them out about 4 years ago. They are now my preferred airline of choice and I find the service to…"|50|Delta
|Easy flight. Such an easy flight using Delta from Atl to Grand Cayman as every seat has a screen. On the way down I watched the movie, Judy and on the way back Parasite. It filled the time! Thank you Delta!|50|Delta
|Trip to Denver. Delta provided excellent service between MSP and DEN. The trip was on time and the crew was friendly and professional.|50|Delta
|Terrible connection experience. We left Boston on time. Landed in Atlanta late. Had to run(and tram) from the end of one terminal to the end of another. I had considered using wheelchair help as I am in my 70s and have serious back issues but thought our connection time was sufficient. One of our party ran to…|20|Delta
|SLC to MSN. A perfect, uneventful flight! I prefer non-stop flights when available and this one worked out great. The flight attendants were accommodating and every aspect of the flight was uneventful, just the way I like it!|50|Delta
|At least it was direct. These children sized seats were acceptable for minutes but became uncomfortable on a 4 1/2 hour flight. However it seems that delta is one of the few direct flights from Detroit to Seattle.|30|Delta
1 Helpful vote|Delta arrives on time. Take the morning flight because it is less crowded. The airplane itself was clean inside but leg room is very limited in economy. The Flight Attendants were excellent, friendly and cooperative. The flight was smooth and arrived on time. Baggage was off loaded quickly.|40|Delta
1 Helpful vote|Delta is usually pretty good.. These flights were good, on time, and they upgraded me to a better seat in Economy Premium, which was unexpected but very nice. I think they might have done this because I was in the very last seat of the plane. Maybe for weight and balance purposes? Who knows, but it was…|40|Delta
1 Helpful vote|Delta is my #1 choice in airlines.. I've had good experiences flying Delta,although I've flown on other international airlines that were also very good. On the flight I am referencing, the flight attendants were exceptionally professional and friendly. Their actions made the flight an enjoyable experience!|50|Delta
|first trip on the new Airbus 350. On this flight, the new Premium Select Class is offered. Again a litle step upwards compared to Econamy and Economy Plus. More leg space, improved seat, better meal service. Premium Select will be my target for future flights.|40|Delta
|Miami Wedding. Everybody was great. Great service and polite service. Comfortable space. On time boarding and efficient exiting.|50|Delta
|Delta Delivers. We took our 2 (under 3) kids to Orlando, Fl. Delta was quick and efficient from check in, app use, the flight, the service, the snacks and even the baggage. No issues at all, except a bathroom malfunction that led to everyone using hand sanitizer wipes. It could’ve been worse.…|50|Delta
|No room and terrible food for a 9 hour flight. Delta has done the most to make the long flights the most uncomfortable by adding seats and taking away leg room. Sitting cramped like a sardine is not my view a a comfortable flight|10|Delta
|Upgrade to First Class didn’t hurt. This was a very good flight. Other than some weather related turbulence at first, it was smooth. Service was very good. Food was good. Flight was on time.|50|Delta
|Genesis Open. Great flight, crew, food, and comfort. Flight was in time with no issues. Captain communicated well with the passengers and crew. Very pleasant trip.|50|Delta
2 Helpful votes|Enjoyed our trip on Delta. Delta did a good job on two recent international flights. One to Barcelona and one from Rome to the US. Although the seating was cramped in Economy, it was better than a recent Alitalia flight. But most of all, we found delightful flight attendants, reasonable food and beverage…|50|Delta
|International flights. Was treated like a Queen . Service impeccable and updated and notifications were prompt and very helpful|50|Delta
|Albuquerque. Flight was uneventful. Weather factored in being significantly delayed on the return trip. Flight attendants provided ample snacks and beverages.|40|Delta
|Direct flight with no problems. We upgraded to the premium economy as my husband is over 6 feet tall and it was worth it. The cost of upgrading varies, but on this flight to Mexico City, it was only $40. Everything was as expected. Our baggage arrived, the flights were quiet and our seat equipment all…|50|Delta
|Love to Fly Delta. Our flight was delayed because of an electrical problem. The pilot and the flight attendants kept us updated throughout the wait. Because it took longer than expected, we were allowed to disembark and sit comfortably at the gate, They continued to update us and apologized…|50|Delta
|Best Airline!. I have only flown Delta for years, and will continue to only fly Delta! The service, experienced personnel is the reason I fly Delta. People say they pay more with Delta, but I say you get what you pay for!|50|Delta
|Delta to Aruba. Leg room very tight. JetBlue has much more leg room. Check In is chaotic. Just by Class, not rows. Fare was better than JetBlue this time.|40|Delta
1 Helpful vote|Great Flight & Staff. Very nice seats & very clean, Delta has taken extra steps ! Attendants very friendly & attentive. Only one thing my screen in 38B did not work well touch screen was not user friendly! Needs to be checked out.|50|Delta
1 Helpful vote|Trip to Europe. The flights and all connections were on time or early, the staff at the terminals were all friendly and helpful and all flight attendants were exceptional|50|Delta
1 Helpful vote|"Consistent high marks!. I fly a lot for work and I can choose any airline but I always pick Delta Airlines. My coworkers complain about Southwest, American, and United either about the ""cattle call"" or grumpy employees. I'm sure Delta employees have their bad days too but they never reflect it to me…"|50|Delta
1 Helpful vote|Great Flight. Even though it was a long flight, this airline has the whole process down which made the flight go fast!|50|Delta
|Too pricey!. The whole flying experience is way overpriced and overrated! They pack everyone in as tightly as possible and charge whatever they feel like. And you can forget about a refund even if you can’t make your expensive flight! There are all these fees and other charges! How many bags…|20|Delta
|I love Delta. This company is one of the best I know, they usually are on time. I love the app and all information with it's very easy to be on right gate all the time. The people are very nice and helful (except Atlanta).|50|Delta
|A long cramped flight. This was a very long flight. On a good note we were given nice meals, snacks and drinks. Wine with dinner was nice. We also had free movies. The not so good, we fly often and this was the most cramped seats we have ever encountered! We were actually told by flight attendants…|30|Delta
|Nice Flight. Our flights were very good each way. We really enjoy Delta's back-of-the-eat video monitors to watch movies, TV shows, etc. Be sure to bring your ear buds. This certainly helps make the trip go by much faster. The crews were very good each direction. Delta is still providing…|50|Delta
1 Helpful vote|Delta is remaining one of my favorites but.... I really like Delta. The plane seems well maintained. They have the service during the flight. They have good communication. However, be prepared to haves your hand bag checked suddenly instead of come inside the plane with it and you will discover it at the plane entrance. The…|40|Delta
|Too pricey!. The whole flying experience is way overpriced and overrated! They pack everyone in as tightly as possible and charge whatever they feel like. And you can forget about a refund even if you can’t make your expensive flight! There are all these fees and other charges! How many bags…|20|Delta
|I love Delta. This company is one of the best I know, they usually are on time. I love the app and all information with it's very easy to be on right gate all the time. The people are very nice and helful (except Atlanta).|50|Delta
|A long cramped flight. This was a very long flight. On a good note we were given nice meals, snacks and drinks. Wine with dinner was nice. We also had free movies. The not so good, we fly often and this was the most cramped seats we have ever encountered! We were actually told by flight attendants…|30|Delta
|How to handle a breakdown of airplane. Got to Airport in San Jose and Delta had to cancel the flight due to a mechanical issue. Gave everyone a Hotel Room and Vouchers for Dinner and arranged alternate transportation for the next day. In my case they only needed to drive me back to my condo and pick me up the next…|50|Delta
1 Helpful vote|Such a great airline!. I've always used Delta Airlines for all my travels and it never disappoints! The staff is super friendly, very smooth flying and never any technical or other issues. Definitely recommend flying Delta!|50|Delta
|Delta needs to clean their planes. Round trip from Atlanta to Cleveland with my brother. His fold down tray had stains and food all over it. On the way back, napkins and other trash in the seat pockets in front of us. Is this day of fear with Covid-19, one would think they would attempt to make the plane as…|30|Delta
|Air travel. Our RT flight was a pleasure. The flight crew were professional, it was on time, the landings were smooth and our baggage arrived safely. We will fly Delta whenever we can and the price is right.|50|Delta
|No wait!. Delta is always on time if not early. Everyone was boarded efficiently and quickly, but before that the request to check baggage was made well in advance. We left 30 minutes early and arrived at Salt Lake City 45 minutes earlier than scheduled!|40|Delta
|Best airlines. First time ever flying Delta Airlines. Class above for Price, cleanliness, organization, comfort. I was pleasantly surprised how much above other airlines I have used. Definitely will use them in future whenever possible. Thank you Drlta for being above the rest and making…|50|Delta
|Good Customer service. Whether you fly first class or coach Delta has good customer service while flying. A large selection of movies, series, tv shows, games available to everyone with headphones free or in coach $2 if you need to purchase headphones. Descent food and snack selection. I much…|50|Delta
|We had a great flight. The flight was on time both departures and on arrivals. The staff was friendly and the plane was comfortable. There was sufficient overhead storage for our carry on luggage. Our plane also had one of the better TV/Music systems compared to other airlines- loved that the volume…|50|Delta
|Great service. The flight left on time and arrived early. The flight attendants provided great service and we very friendly.|50|Delta
|Delta to and from. Great to and from on Delta Air Lines. Great service and attention to detail. I always choose delta as they were just rated #1 airline of the year.|50|Delta
|Best airlines. First time ever flying Delta Airlines. Class above for Price, cleanliness, organization, comfort. I was pleasantly surprised how much above other airlines I have used. Definitely will use them in future whenever possible. Thank you Drlta for being above the rest and making…|50|Delta
|nice flight to brunswick ga.. very nice flight to Atlanta, spending time at delta sky miles very nice, makes flying more enjoyable, free drinks and snacks. nice flight into brunswick, rented car at airport for drive to st. siamons island!|50|Delta
|Great Flight. Crew was very nice, helpful and polite. Complimentary snacks and beverage were great. Would definitely fly with them again.|50|Delta
|Way to Go. Flights to and from were all good. Flight attendants were pleasant and helpful. First class attendant made sure passengers were well attended to. Only concern was the departing the plane was slow and a bit cumbersome.|50|Delta
|Ok flight on old equipment. Flight was fine and landed a few minutes early. Planes were on the old side, MD80, MD90, and newer Boeing B717. Planes had seating 2 seats one side, 3 seats other side.|30|Delta
1 Helpful vote|winter getaway. The flight left on time and arrived early into New Orleans. Fight was full but had great service from flight attendants. They came around with drinks and a snack. Then they came around again with coffee and water.|50|Delta
1 Helpful vote|Second portion of our flight home in New York from winter vacation in Florida. Very nice flight from Charlotte North Carolina on our way home from winter vacation in Florida. Passengers were loaded very nicely and plane was very clean. Flight attendants were very professional and flight was very good. Will definitely go back and fly Delta Airlines again.|40|Delta
1 Helpful vote|Late departure & No entertainment system. When one has a favorite airline.....one always likes to fly Delta! Our flight to Atlanta was delayed as PDX had only one de iced truck, they’re second de iced truck was broken down. So our plane had to wait it’s turn , which caused an hour delay . Once we were able to be…|30|Delta
1 Helpful vote|Inexcusably Late Departure. Delta has always been a favorite airline of mine. However this flight was delayed because the cleaning crew had not cleaned the aircraft! Always upon deplaning, the cleaning crew is on board working efficiently to tidy the plane. We were delayed by one hour because the plane…|30|Delta
|Delta whenever I can from now on. Three flights in one day - Vancouver to Seattle - left late but the pilot drove it like he stole it - made up half the lost time. This made for a tight connection but we made it to the next one - Seattle to Atlanta on a B767 - wow! The individual travel pods make all the…|50|Delta
1 Helpful vote|Delta flight on winter vacation in Florida. Very nice experience. Airport was very clean and wait line was not bad. Flight attendants were very professional and flight was very good. Will definitely use Delta again.|40|Delta
|Very nice flight on Delta airlines. I took a flight from Los Angeles (LAX) to New York (JFK) with Delta Airlines premium economy class. At LAX entire Terminal 2 was given to Delta Airlines. It was very crowded and the gates at the very end are so cramped and noisy. Delta flies Boing 767-300 planes from Lax to NYC.…|50|Delta
|I always try to fly Delta!. A trip to Hawaii was most enjoyable and the ride was great. A bit long, but well worth the effort. The crew was very nice and helpful.|40|Delta
|Great airline and flight. Comfy with more leg room than expected. Flight delayed returning to Atlanta but pilot made up most of the time.|50|Delta
|Avoid First Exit Row Seats. sat in exit row seats 18d and the video sucks and flight crew can run the cart into your seat, will avoid those seats in future|30|Delta
|Lost my luggage- terrible customer care-they did not care. Check-in/Security - Very quick- only 2 people in front of me- airport fairly quiet-had to go through a security check- they checked what countries I had visited in the last few weeks because of the Coronavirus. Timings- Left on time- landed on time Comfort - Fine- the legroom…|10|Delta
|"Excellent!. Best airline for service, flight attendants, city pairs, etc. Had a flight interruption due to Corona and they assisted. FYI other airlines like AMERICAN did not. Will not make the ""AMERICAN AIRLINES MISTAKE"" again."|50|Delta
1 Helpful vote|Food on the first leg,great. second, not so great. Food and service from Rome to NY was excellent. From NY to LAX not so much. Value was good. I think the plane on the 2nd leg could have been a little cleaner but overall OK.|40|Delta
|The flights were on time.. I flew with a friend. She had a Delta American Express card, so we didn't have to pay for our luggage. That was a plus. The flights were on time. They were full of course. The service was good.|40|Delta
1 Helpful vote|Excellent service. On our recent trip to Thailand we flew Delta airlines. I have never flown with them on an international flight before. I highly recommend them. They have a great selection of inflight entertainment (428 movies to choose from). They have a great In flight menu to choose your…|50|Delta
|Delta for easy travel. The airport terminal was easy to navigate, offered free live entertainment (piano), a delightful artistic fountain and had an excellent selection of restaurants and shops. Oh, and most importantly, the restrooms were clean.|50|Delta
|Bathroom closets. We like Delta because we find they leave and arrive on time. However, their bathrooms are broom closet size. They do not sanitize their planes (my tray was dirty). And the MOST annoying thing on airlines is when they load the plane front to back. That may have been fine when…|30|Delta
